voiceID,meanF0Hz_pyin
Marcelo,146.02649006622516
Marcelo,344.53124999999994
Marcelo,329.1044776119403
Marcelo,319.5652173913044
Marcelo,344.53125
Marcelo,344.53125
Marcelo,344.53125
Marcelo,319.5652173913044
Marcelo,310.5633802816901
Marcelo,344.53125
Marcelo,310.5633802816901
Marcelo,400.90909090909093
Marcelo,319.5652173913044
Marcelo,302.0547945205479
Marcelo,334.09090909090907
Marcelo,315.0
Marcelo,306.25
Marcelo,275.625
Marcelo,157.5
Marcelo,432.35294117647055
Marcelo,250.5681818181818
Marcelo,218.31683168316826
Marcelo,177.82258064516128
Marcelo,350.0
Marcelo,302.05479452054794
Marcelo,173.6220472440945
Marcelo,279.1139240506329
Marcelo,163.3333333333333
Marcelo,159.7826086956522
Marcelo,361.4754098360656
Marcelo,350.0
Marcelo,361.4754098360656
Marcelo,350.0
Marcelo,163.33333333333331
Marcelo,344.53125
Marcelo,334.090909090909
Marcelo,339.2307692307692
Marcelo,158.63309352517985
Marcelo,158.63309352517985
Marcelo,350.0
Marcelo,350.0
Marcelo,350.0
Marcelo,158.63309352517985
Marcelo,350.0
Marcelo,164.55223880597012
Marcelo,159.7826086956522
Marcelo,355.64516129032256
Marcelo,355.64516129032256
Marcelo,147.0
Marcelo,158.63309352517985
Marcelo,272.22222222222223
Marcelo,324.2647058823529
Marcelo,408.33333333333337
Marcelo,310.5633802816901
Marcelo,279.1139240506329
Marcelo,324.2647058823529
Marcelo,306.25000000000006
Marcelo,183.74999999999997
Marcelo,282.6923076923077
Marcelo,156.38297872340425
Marcelo,393.74999999999994
Marcelo,344.53125
Marcelo,400.90909090909093
Marcelo,393.74999999999994
Marcelo,173.6220472440945
Marcelo,151.02739726027397
Marcelo,400.90909090909093
Marcelo,393.75
Marcelo,344.53125
Marcelo,408.33333333333326
Marcelo,344.53125
Marcelo,400.9090909090909
Marcelo,159.7826086956522
Marcelo,393.75
Marcelo,339.2307692307692
Marcelo,324.2647058823529
Marcelo,393.75
Marcelo,355.64516129032256
Marcelo,393.75
Marcelo,393.75
Marcelo,393.75
Marcelo,393.74999999999994
Marcelo,344.53125
Marcelo,408.33333333333337
Marcelo,469.1489361702128
Marcelo,393.75
Marcelo,339.23076923076917
Marcelo,393.75
Marcelo,489.99999999999994
Marcelo,156.38297872340425
Marcelo,173.6220472440945
Marcelo,489.99999999999994
Marcelo,315.0
Marcelo,479.34782608695645
Marcelo,489.99999999999994
Marcelo,489.99999999999994
Marcelo,489.99999999999994
Marcelo,339.23076923076917
Marcelo,489.99999999999994
Marcelo,157.5
Marcelo,158.63309352517985
Marcelo,344.53125
Marcelo,339.2307692307692
Marcelo,315.0
Marcelo,286.3636363636364
Marcelo,256.39534883720927
Marcelo,262.5
Marcelo,290.13157894736844
Marcelo,275.625
Marcelo,400.9090909090909
Marcelo,148.98648648648648
Marcelo,400.90909090909093
Marcelo,147.98657718120802
Marcelo,361.4754098360656
Marcelo,393.75
Marcelo,150.0
Marcelo,306.25
Marcelo,400.90909090909093
Marcelo,315.0
Marcelo,279.1139240506329
Marcelo,163.3333333333333
Marcelo,344.53125
Marcelo,350.0
Marcelo,154.1958041958042
Marcelo,162.13235294117646
Marcelo,150.0
Marcelo,350.0
Marcelo,180.7377049180328
Marcelo,400.9090909090909
Marcelo,349.99999999999994
Marcelo,361.4754098360656
Marcelo,324.2647058823529
Marcelo,297.9729729729729
Marcelo,355.64516129032256
Marcelo,355.64516129032256
Marcelo,165.7894736842105
