voiceID,meanF0Hz_pyin
Andre,290.13157894736844
Andre,229.6875
Andre,380.17241379310343
Andre,334.09090909090907
Andre,380.17241379310343
Andre,339.2307692307692
Andre,324.2647058823529
Andre,344.53125
Andre,290.13157894736844
Andre,424.0384615384615
Andre,302.05479452054794
Andre,310.5633802816901
Andre,319.5652173913044
Andre,244.99999999999997
Andre,319.5652173913044
Andre,329.1044776119403
Andre,319.5652173913044
Andre,344.53125
Andre,334.09090909090907
Andre,344.53125
Andre,344.53125
Andre,256.39534883720927
Andre,350.0
Andre,344.53125
Andre,441.0
Andre,344.53125
Andre,324.2647058823529
Andre,319.5652173913044
Andre,344.53125
Andre,344.53125000000006
Andre,306.25
Andre,279.1139240506329
Andre,200.45454545454547
Andre,302.05479452054794
Andre,286.3636363636364
Andre,469.1489361702128
Andre,469.1489361702128
Andre,302.05479452054794
Andre,297.97297297297297
Andre,315.0
Andre,315.0
Andre,315.0
Andre,310.5633802816901
Andre,310.5633802816901
Andre,355.64516129032256
Andre,306.25
Andre,286.3636363636364
Andre,290.13157894736844
Andre,324.2647058823529
Andre,306.25
Andre,324.2647058823529
Andre,272.22222222222223
Andre,319.5652173913044
Andre,459.375
Andre,319.5652173913044
Andre,319.5652173913044
Andre,319.5652173913044
Andre,324.2647058823529
Andre,400.90909090909093
Andre,324.2647058823529
Andre,306.25
Andre,334.09090909090907
Andre,250.5681818181818
Andre,306.25
Andre,319.5652173913044
Andre,306.25
Andre,279.1139240506329
Andre,334.09090909090907
Andre,319.5652173913044
Andre,334.09090909090907
Andre,306.25
Andre,297.97297297297297
Andre,306.25
Andre,306.25
Andre,302.05479452054794
Andre,319.5652173913044
Andre,315.0
Andre,432.35294117647055
Andre,306.25
Andre,324.2647058823529
Andre,310.5633802816901
Andre,290.13157894736844
Andre,479.34782608695645
Andre,324.2647058823529
Andre,479.34782608695645
Andre,319.5652173913044
Andre,259.4117647058824
Andre,355.64516129032256
Andre,469.1489361702128
Andre,319.5652173913044
Andre,310.5633802816901
Andre,489.99999999999994
Andre,250.5681818181818
Andre,469.1489361702128
Andre,489.99999999999994
Andre,315.0
Andre,253.44827586206895
Andre,329.1044776119403
Andre,479.34782608695645
Andre,253.44827586206895
Andre,479.34782608695645
Andre,479.34782608695645
Andre,489.99999999999994
Andre,479.34782608695645
Andre,479.34782608695645
Andre,265.66265060240966
Andre,355.64516129032256
Andre,279.1139240506329
Andre,489.99999999999994
Andre,416.03773584905656
Andre,319.5652173913044
Andre,386.84210526315786
Andre,334.09090909090907
Andre,459.375
Andre,294.0
Andre,329.1044776119403
Andre,315.0
Andre,275.625
Andre,344.53125
Andre,373.728813559322
Andre,344.53124999999994
Andre,275.625
Andre,344.53125
Andre,344.53125
Andre,469.1489361702128
Andre,355.64516129032256
Andre,302.05479452054794
Andre,339.23076923076917
Andre,319.5652173913044
Andre,344.53125
Andre,350.0
Andre,259.4117647058824
Andre,489.99999999999994
Andre,344.53125
Andre,339.2307692307692
Andre,441.0
Andre,339.2307692307692
Andre,268.9024390243903
Andre,329.10447761194024
Andre,310.5633802816901
Andre,339.23076923076917
Andre,324.2647058823529
Andre,440.9999999999999
Andre,489.99999999999994
Andre,324.2647058823529
Andre,256.39534883720927
Andre,315.0
Andre,350.0
Andre,329.1044776119403
Andre,355.64516129032256
Andre,441.0
Andre,339.2307692307692
Andre,355.64516129032256
Andre,432.35294117647055
Andre,324.2647058823529
Andre,459.375
Andre,459.375
Andre,339.2307692307692
Andre,339.2307692307692
Andre,275.625
Andre,459.375
Andre,355.64516129032256
Andre,355.64516129032256
Andre,350.0
Andre,324.2647058823529
Andre,310.5633802816901
Andre,329.1044776119403
Andre,272.22222222222223
Andre,319.5652173913044
Andre,324.2647058823529
Andre,279.1139240506329
Andre,315.0
Andre,344.53125
Andre,268.90243902439016
Andre,344.53125
Andre,344.53125
Andre,344.53125
Andre,334.09090909090907
Andre,344.53125
Andre,344.53125
Andre,459.375
Andre,250.5681818181818
Andre,259.4117647058823
Andre,489.99999999999994
Andre,339.2307692307692
Andre,450.0
Andre,324.2647058823529
Andre,489.99999999999994
Andre,310.5633802816901
Andre,259.4117647058824
Andre,297.9729729729729
Andre,310.5633802816901
Andre,489.99999999999994
Andre,250.5681818181818
Andre,339.2307692307692
Andre,297.97297297297297
Andre,441.0
Andre,297.97297297297297
Andre,432.35294117647055
Andre,329.1044776119403
Andre,440.9999999999999
Andre,229.6875
Andre,441.0
Andre,282.6923076923077
Andre,450.0
Andre,272.22222222222223
Andre,268.9024390243903
Andre,441.0
Andre,262.5
Andre,334.09090909090907
Andre,400.9090909090909
Andre,450.0
Andre,329.1044776119403
Andre,262.5
Andre,282.6923076923077
Andre,459.375
Andre,262.5
Andre,272.2222222222222
Andre,259.4117647058824
Andre,339.23076923076917
Andre,314.99999999999994
Andre,319.5652173913044
Andre,208.01886792452828
Andre,459.375
Andre,350.0
Andre,275.625
Andre,315.0
Andre,441.0
Andre,441.0
Andre,315.0
Andre,441.0
Andre,355.64516129032256
Andre,324.2647058823529
Andre,275.625
Andre,275.625
Andre,355.64516129032256
Andre,441.0
Andre,441.0
Andre,441.0
Andre,324.2647058823529
Andre,297.97297297297297
Andre,441.0
Andre,355.64516129032256
Andre,310.5633802816901
Andre,344.53124999999994
Andre,200.45454545454547
Andre,262.5
Andre,350.0
Andre,440.9999999999999
Andre,344.53125
Andre,344.53125
Andre,350.0
Andre,344.53125
Andre,282.6923076923077
Andre,459.375
Andre,315.0
Andre,361.4754098360656
Andre,302.05479452054794
Andre,449.9999999999999
Andre,432.35294117647055
Andre,450.0
Andre,310.5633802816901
Andre,350.0
Andre,355.64516129032256
Andre,306.25
Andre,306.25
Andre,250.5681818181818
Andre,302.05479452054794
Marcelo,170.93023255813952
Marcelo,180.7377049180328
Marcelo,432.35294117647055
Marcelo,350.0
Marcelo,182.2314049586777
Marcelo,344.53125
Marcelo,350.0
Marcelo,188.46153846153842
Marcelo,344.53125
Marcelo,176.4
Marcelo,179.26829268292684
Marcelo,169.6153846153846
Marcelo,350.0
Marcelo,180.7377049180328
Marcelo,489.99999999999994
Marcelo,275.625
Marcelo,268.9024390243903
Marcelo,167.04545454545453
Marcelo,173.6220472440945
Marcelo,170.93023255813952
Marcelo,169.6153846153846
Marcelo,169.6153846153846
Marcelo,315.0
Marcelo,355.64516129032256
Marcelo,432.35294117647055
Marcelo,186.864406779661
Marcelo,180.7377049180328
Marcelo,319.5652173913044
Marcelo,191.7391304347826
Marcelo,380.17241379310343
Marcelo,163.3333333333333
Marcelo,160.94890510948906
Marcelo,162.13235294117646
Marcelo,173.6220472440945
Marcelo,315.0
Marcelo,163.33333333333331
Marcelo,232.10526315789474
Marcelo,169.6153846153846
Marcelo,169.6153846153846
Marcelo,170.93023255813952
Marcelo,177.82258064516128
Marcelo,176.4
Marcelo,227.31958762886597
Marcelo,319.5652173913044
Marcelo,306.25
Marcelo,172.265625
Marcelo,361.4754098360656
Marcelo,175.0
Marcelo,164.55223880597015
Marcelo,324.2647058823529
Marcelo,169.6153846153846
Marcelo,265.66265060240966
Marcelo,361.4754098360656
Marcelo,172.265625
Marcelo,367.49999999999994
Marcelo,469.1489361702128
Marcelo,282.6923076923077
Marcelo,172.265625
Marcelo,180.7377049180328
Marcelo,265.66265060240966
Marcelo,424.0384615384615
Marcelo,262.5
Marcelo,367.49999999999994
Marcelo,172.265625
Marcelo,275.625
Marcelo,176.4
Marcelo,177.82258064516128
Marcelo,367.49999999999994
Marcelo,319.5652173913044
Marcelo,206.0747663551402
Marcelo,175.0
Marcelo,170.93023255813952
Marcelo,170.93023255813952
Marcelo,173.6220472440945
Marcelo,339.2307692307692
Marcelo,432.35294117647055
Marcelo,167.04545454545453
Marcelo,239.67391304347822
Marcelo,170.93023255813952
Marcelo,155.28169014084506
Marcelo,242.3076923076923
Marcelo,355.64516129032256
Marcelo,169.6153846153846
Marcelo,160.94890510948906
Marcelo,158.63309352517985
Marcelo,282.6923076923077
Marcelo,160.94890510948906
Marcelo,160.94890510948906
Marcelo,144.11764705882354
Marcelo,416.03773584905656
Marcelo,310.5633802816901
Marcelo,137.8125
Marcelo,408.33333333333337
Marcelo,165.78947368421052
Marcelo,297.97297297297297
Marcelo,408.33333333333337
Marcelo,408.33333333333326
Marcelo,176.4
Marcelo,150.0
Marcelo,408.33333333333337
Marcelo,408.33333333333326
Marcelo,408.33333333333337
Marcelo,479.34782608695645
Marcelo,155.28169014084506
Marcelo,344.53125
Marcelo,158.63309352517985
Marcelo,344.53125
Marcelo,158.63309352517985
Marcelo,155.28169014084506
Marcelo,469.1489361702128
Marcelo,400.90909090909093
Marcelo,339.2307692307692
Marcelo,160.94890510948906
Marcelo,339.2307692307692
Marcelo,329.1044776119403
Marcelo,154.1958041958042
Marcelo,152.06896551724137
Marcelo,315.0
Marcelo,386.84210526315786
Marcelo,339.2307692307692
Marcelo,479.34782608695645
Marcelo,344.53124999999994
Marcelo,339.2307692307692
Marcelo,275.625
Marcelo,350.0
Marcelo,344.53125
Marcelo,334.09090909090907
Marcelo,324.2647058823529
Marcelo,265.66265060240966
Marcelo,344.53125
Marcelo,344.53125
Marcelo,479.34782608695645
Marcelo,339.2307692307692
Marcelo,339.2307692307692
Marcelo,344.53124999999994
Marcelo,310.5633802816901
